"","doc_id","timestamp","favorite_count","retweet_count","text"
"173",173,2015-11-15 20:46:00,3709,1127,"I had a great time in Texas yesterday A tremendous crowd of wonderful and enthusiastic people Will be back soon"
"174",174,2015-11-15 20:48:00,6793,2943,"We need strong tough and brilliant leadership now more than ever  MAKE AMERICA GREAT AGAIN"
"175",175,2015-11-15 22:33:00,4411,2004,"@thewatcher      One of Paris terrorist came as Syrian refugee Donald Trump is right again BOMB THEIR OIL  TAKE AWAY THEIR FUNDING"
"176",176,2015-11-15 22:38:00,2613,1109,"@mholsbunes Donald Trump says tough gun control laws in Paris contributed to tragedy  Presidential candidate"
"177",177,2015-11-15 22:54:00,2642,1221,"@USATrumpDiva Donald Trump surges in poll among likely Republican voters "
"178",178,2015-11-15 23:39:00,1775,601,"@VanityFair Magazine is doing really poorly It has gotten worse and worse over the years and has lost almost all of its former allure"
"179",179,2015-11-15 23:47:00,1930,733,"I have watched sloppy Graydon Carter fail and close Spy Magazine and now am watching him fail at @VanityFair Magazine He is a total loser"
"180",180,2015-11-16 00:10:00,17187,12038,"Glad to see that @RondaRousey lost her championship fight last night Was soundly beaten  not a nice person"
"181",181,2015-11-16 00:13:00,1229,488,"@Hturne  @VanityFair  Youre spot on He tries  b an intellectual elitistThe truth he has a low IQ no imagination no creativity"
"182",182,2015-11-16 00:23:00,1317,649,"@RealReagan     If you missed it here is the most popular link among people I follow  by @realDonaldTrump"
"183",183,2015-11-16 00:25:00,5237,2034,"@davenorthYV Does anybody ever realize that HillaryClinton doesnt make eye contact with anyone even the camera Thats a sign of lying"
"184",184,2015-11-16 00:27:00,2265,719,"@syoka   Reading the comments of the leftists on here makes me nauseated We SO NEED YOU MR TRUMP Make America Great Again"
"185",185,2015-11-16 00:29:00,3622,2767,"@ParkerVotes We finally have a voice with  Lets do our part  VOTE IN THE R PRIMARY   #Trump     #TrumpArmy "
"186",186,2015-11-16 00:30:00,1591,607,"@       @DanSaltsman @realDonaldTrump @MichaelCohen    @IvankaTrump i have faith he will win and save America"
"187",187,2015-11-16 00:31:00,1930,657,"@       @DanSaltsman @realDonaldTrump @MichaelCohen    @IvankaTrump  I have faith he will win and save America"
"188",188,2015-11-16 00:37:00,2391,963,"@peg cats @TerryLambert    @realDonaldTrump you are so right I only trust Trump to be tough on immigration"
"189",189,2015-11-16 00:57:00,3040,1302,"@JohnLegere  @TMobile  John focus on running your company I think the service is terrible Try hiring some good managers"
"190",190,2015-11-16 01:03:00,9848,4491,"President Obama just told President Putin how important the Russian air strikes against ISIS have been I TOLD YOU SO"
"191",191,2015-11-16 01:09:00,16453,10023,"Tom Brady just did it again He is not only a great guy he is without question the BEST quarterback"
"192",192,2015-11-16 01:10:00,2014,827,"@StreetR    @JohnLegere @TMobile didnt know he was CEO of tmobile I have TMobile its pathetic dropped calls no service"
"193",193,2015-11-16 02:26:00,3321,1160,"@SarahPalinUSA From St Patricks Cathedral NYC blessings prayers and heartfelt concern for those in Paris"
"194",194,2015-11-16 12:43:00,12117,5702,"Remember I was the one who said attack the oil ISIS source of wealth a long time ago Everyone scoffed now theyre attacking the oil"
"195",195,2015-11-16 18:41:00,2586,1410,"Interesting article from highly respected Wayne Allyn Root "
"196",196,2015-11-16 18:47:00,8834,3300,"Wow @Macys shares are down more than    this year I never knew my ties  shirts not being sold there would have such a big impact"
"197",197,2015-11-16 20:23:00,4198,1731,"Republicans must stop listening to dopes like @KarlRove who still insists Mitt Romney won the last election Think big  think strong"
"198",198,2015-11-16 21:47:00,5352,1824,"Will be landing in Knoxville Tennessee shortly  tremendous crowd expected Its all very simple we want to #MakeAmericaGreatAgain"
"199",199,2015-11-16 22:47:00,3865,2145,"Discussing #SyrianRefugees with @EricBolling on @FoxNews back on         #ISIS "
"200",200,2015-11-16 22:52:00,3298,1453,"I agree The headline says it all #Trump     #MakeAmericaGreatAgain
"
"201",201,2015-11-16 23:09:00,4992,1402,"Just landing in Knoxville Tennessee Massive crowd expected Will all have a great time despite serious subject matter"
"202",202,2015-11-17 01:44:00,6130,2333,"Just leaving Knoxville TN  what a crowd what amazing people #Trump     #MakeAmericaGreatAgain "
"203",203,2015-11-17 02:16:00,2841,1154,"Great poll numbers out of @UMassAmherst Thank you #Trump     #MakeAmericaGreatAgain 
"
"204",204,2015-11-17 02:53:00,3890,1221,"Just received a copy of @SarahPalinUSA new book  a great read Sarah is a terrific person"
"205",205,2015-11-17 03:33:00,5662,2555,"Thank you Tennessee #Trump     "
"206",206,2015-11-17 13:14:00,4293,1469,"So many great polls like Reuters  big leads everywhere New Hampshire really special We will win big and MAKE AMERICA GREAT AGAIN"
"207",207,2015-11-17 13:19:00,11567,5414,"I along with almost everyone else have so little confidence in President Obama He has a horrible attitudea man who is resigned to defeat"
"208",208,2015-11-17 13:54:00,25485,15108,"Refugees from Syria are now pouring into our great country Who knows who they are  some could be ISIS Is our president insane"
"209",209,2015-11-17 15:01:00,3948,1729,"GOP Voters Trust Donald Trump to Keep Our Country Safe "
"210",210,2015-11-17 15:35:00,4602,2211,"What is our President doing "
"211",211,2015-11-17 20:48:00,3543,1405,"One of the saddest things in journalism is what happened to the formerly great @AP They have lost their way and are no longer credible"
